Energy (keV),Field (T),Temperature (K),Rate (1/s)
2.3301111111e+01,1.2500000000e-02,1.5000000000e+01,1.1370081103e+01
2.3301111111e+01,1.5000000000e-02,0.0000000000e+00,2.7447109242e-01
2.3301111111e+01,1.5000000000e-02,1.6666666667e+00,1.5073166492e+00
2.3301111111e+01,1.5000000000e-02,3.3333333333e+00,2.7401622059e+00
2.3301111111e+01,1.5000000000e-02,5.0000000000e+00,3.9730077626e+00
2.3301111111e+01,1.5000000000e-02,6.6666666667e+00,5.2058533193e+00
2.3301111111e+01,1.5000000000e-02,8.3333333333e+00,6.4386988759e+00
2.3301111111e+01,1.5000000000e-02,1.0000000000e+01,7.6715444326e+00
2.3301111111e+01,1.5000000000e-02,1.1666666667e+01,8.9043899894e+00
2.3301111111e+01,1.5000000000e-02,1.3333333333e+01,1.0137235546e+01
2.3301111111e+01,1.5000000000e-02,1.5000000000e+01,1.1370081103e+01
2.3301111111e+01,1.7500000000e-02,0.0000000000e+00,2.7447109237e-01
2.3301111111e+01,1.7500000000e-02,1.6666666667e+00,1.5073166491e+00
2.3301111111e+01,1.7500000000e-02,3.3333333333e+00,2.7401622058e+00
2.3301111111e+01,1.7500000000e-02,5.0000000000e+00,3.9730077626e+00
2.3301111111e+01,1.7500000000e-02,6.6666666667e+00,5.2058533193e+00
2.3301111111e+01,1.7500000000e-02,8.3333333333e+00,6.4386988759e+00
2.3301111111e+01,1.7500000000e-02,1.0000000000e+01,7.6715444326e+00
2.3301111111e+01,1.7500000000e-02,1.1666666667e+01,8.9043899894e+00
2.3301111111e+01,1.7500000000e-02,1.3333333333e+01,1.0137235546e+01
2.3301111111e+01,1.7500000000e-02,1.5000000000e+01,1.1370081103e+01
2.3301111111e+01,2.0000000000e-02,0.0000000000e+00,2.7447109233e-01
2.3301111111e+01,2.0000000000e-02,1.6666666667e+00,1.5073166491e+00
2.3301111111e+01,2.0000000000e-02,3.3333333333e+00,2.7401622058e+00
2.3301111111e+01,2.0000000000e-02,5.0000000000e+00,3.9730077625e+00
2.3301111111e+01,2.0000000000e-02,6.6666666667e+00,5.2058533192e+00
2.3301111111e+01,2.0000000000e-02,8.3333333333e+00,6.4386988759e+00
2.3301111111e+01,2.0000000000e-02,1.0000000000e+01,7.6715444326e+00
2.3301111111e+01,2.0000000000e-02,1.1666666667e+01,8.9043899894e+00
2.3301111111e+01,2.0000000000e-02,1.3333333333e+01,1.0137235546e+01
2.3301111111e+01,2.0000000000e-02,1.5000000000e+01,1.1370081103e+01
2.3301111111e+01,2.2500000000e-02,0.0000000000e+00,2.7447109231e-01
2.3301111111e+01,2.2500000000e-02,1.6666666667e+00,1.5073166490e+00
2.3301111111e+01,2.2500000000e-02,3.3333333333e+00,2.7401622058e+00
2.3301111111e+01,2.2500000000e-02,5.0000000000e+00,3.9730077625e+00
2.3301111111e+01,2.2500000000e-02,6.6666666667e+00,5.2058533192e+00
2.3301111111e+01,2.2500000000e-02,8.3333333333e+00,6.4386988759e+00
2.3301111111e+01,2.2500000000e-02,1.0000000000e+01,7.6715444326e+00
2.3301111111e+01,2.2500000000e-02,1.1666666667e+01,8.9043899894e+00
2.3301111111e+01,2.2500000000e-02,1.3333333333e+01,1.0137235546e+01
2.3301111111e+01,2.2500000000e-02,1.5000000000e+01,1.1370081103e+01
2.3301111111e+01,2.5000000000e-02,0.0000000000e+00,2.7447109229e-01
2.3301111111e+01,2.5000000000e-02,1.6666666667e+00,1.5073166490e+00
2.3301111111e+01,2.5000000000e-02,3.3333333333e+00,2.7401622058e+00
2.3301111111e+01,2.5000000000e-02,5.0000000000e+00,3.9730077625e+00
2.3301111111e+01,2.5000000000e-02,6.6666666667e+00,5.2058533192e+00
2.3301111111e+01,2.5000000000e-02,8.3333333333e+00,6.4386988759e+00
2.3301111111e+01,2.5000000000e-02,1.0000000000e+01,7.6715444326e+00
2.3301111111e+01,2.5000000000e-02,1.1666666667e+01,8.9043899894e+00
2.3301111111e+01,2.5000000000e-02,1.3333333333e+01,1.0137235546e+01
2.3301111111e+01,2.5000000000e-02,1.5000000000e+01,1.1370081103e+01
2.6625555556e+01,2.5000000000e-03,0.0000000000e+00,2.0546662561e-01
2.6625555556e+01,2.5000000000e-03,1.6666666667e+00,1.4426249624e+00
2.6625555556e+01,2.5000000000e-03,3.3333333333e+00,2.6797832989e+00
2.6625555556e+01,2.5000000000e-03,5.0000000000e+00,3.9169416353e+00
2.6625555556e+01,2.5000000000e-03,6.6666666667e+00,5.1540999668e+00
2.6625555556e+01,2.5000000000e-03,8.3333333333e+00,6.3912582949e+00
2.6625555556e+01,2.5000000000e-03,1.0000000000e+01,7.6284166303e+00
2.6625555556e+01,2.5000000000e-03,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,2.5000000000e-03,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,2.5000000000e-03,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,5.0000000000e-03,0.0000000000e+00,2.0546661265e-01
2.6625555556e+01,5.0000000000e-03,1.6666666667e+00,1.4426249496e+00
2.6625555556e+01,5.0000000000e-03,3.3333333333e+00,2.6797832864e+00
2.6625555556e+01,5.0000000000e-03,5.0000000000e+00,3.9169416233e+00
2.6625555556e+01,5.0000000000e-03,6.6666666667e+00,5.1540999589e+00
2.6625555556e+01,5.0000000000e-03,8.3333333333e+00,6.3912582937e+00
2.6625555556e+01,5.0000000000e-03,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,5.0000000000e-03,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,5.0000000000e-03,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,5.0000000000e-03,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,7.5000000000e-03,0.0000000000e+00,2.0546661025e-01
2.6625555556e+01,7.5000000000e-03,1.6666666667e+00,1.4426249472e+00
2.6625555556e+01,7.5000000000e-03,3.3333333333e+00,2.6797832841e+00
2.6625555556e+01,7.5000000000e-03,5.0000000000e+00,3.9169416210e+00
2.6625555556e+01,7.5000000000e-03,6.6666666667e+00,5.1540999574e+00
2.6625555556e+01,7.5000000000e-03,8.3333333333e+00,6.3912582934e+00
2.6625555556e+01,7.5000000000e-03,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,7.5000000000e-03,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,7.5000000000e-03,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,7.5000000000e-03,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,1.0000000000e-02,0.0000000000e+00,2.0546660941e-01
2.6625555556e+01,1.0000000000e-02,1.6666666667e+00,1.4426249464e+00
2.6625555556e+01,1.0000000000e-02,3.3333333333e+00,2.6797832833e+00
2.6625555556e+01,1.0000000000e-02,5.0000000000e+00,3.9169416203e+00
2.6625555556e+01,1.0000000000e-02,6.6666666667e+00,5.1540999569e+00
2.6625555556e+01,1.0000000000e-02,8.3333333333e+00,6.3912582933e+00
2.6625555556e+01,1.0000000000e-02,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,1.0000000000e-02,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,1.0000000000e-02,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,1.0000000000e-02,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,1.2500000000e-02,0.0000000000e+00,2.0546660902e-01
2.6625555556e+01,1.2500000000e-02,1.6666666667e+00,1.4426249460e+00
2.6625555556e+01,1.2500000000e-02,3.3333333333e+00,2.6797832830e+00
2.6625555556e+01,1.2500000000e-02,5.0000000000e+00,3.9169416199e+00
2.6625555556e+01,1.2500000000e-02,6.6666666667e+00,5.1540999567e+00
2.6625555556e+01,1.2500000000e-02,8.3333333333e+00,6.3912582933e+00
2.6625555556e+01,1.2500000000e-02,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,1.2500000000e-02,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,1.2500000000e-02,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,1.2500000000e-02,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,1.5000000000e-02,0.0000000000e+00,2.0546660881e-01
2.6625555556e+01,1.5000000000e-02,1.6666666667e+00,1.4426249458e+00
2.6625555556e+01,1.5000000000e-02,3.3333333333e+00,2.6797832827e+00
2.6625555556e+01,1.5000000000e-02,5.0000000000e+00,3.9169416197e+00
2.6625555556e+01,1.5000000000e-02,6.6666666667e+00,5.1540999565e+00
2.6625555556e+01,1.5000000000e-02,8.3333333333e+00,6.3912582933e+00
2.6625555556e+01,1.5000000000e-02,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,1.5000000000e-02,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,1.5000000000e-02,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,1.5000000000e-02,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,1.7500000000e-02,0.0000000000e+00,2.0546660868e-01
2.6625555556e+01,1.7500000000e-02,1.6666666667e+00,1.4426249457e+00
2.6625555556e+01,1.7500000000e-02,3.3333333333e+00,2.6797832826e+00
2.6625555556e+01,1.7500000000e-02,5.0000000000e+00,3.9169416196e+00
2.6625555556e+01,1.7500000000e-02,6.6666666667e+00,5.1540999565e+00
2.6625555556e+01,1.7500000000e-02,8.3333333333e+00,6.3912582933e+00
2.6625555556e+01,1.7500000000e-02,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,1.7500000000e-02,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,1.7500000000e-02,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,1.7500000000e-02,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,2.0000000000e-02,0.0000000000e+00,2.0546660860e-01
2.6625555556e+01,2.0000000000e-02,1.6666666667e+00,1.4426249456e+00
2.6625555556e+01,2.0000000000e-02,3.3333333333e+00,2.6797832825e+00
2.6625555556e+01,2.0000000000e-02,5.0000000000e+00,3.9169416195e+00
2.6625555556e+01,2.0000000000e-02,6.6666666667e+00,5.1540999564e+00
2.6625555556e+01,2.0000000000e-02,8.3333333333e+00,6.3912582933e+00
2.6625555556e+01,2.0000000000e-02,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,2.0000000000e-02,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,2.0000000000e-02,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,2.0000000000e-02,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,2.2500000000e-02,0.0000000000e+00,2.0546660854e-01
2.6625555556e+01,2.2500000000e-02,1.6666666667e+00,1.4426249455e+00
2.6625555556e+01,2.2500000000e-02,3.3333333333e+00,2.6797832825e+00
2.6625555556e+01,2.2500000000e-02,5.0000000000e+00,3.9169416195e+00
2.6625555556e+01,2.2500000000e-02,6.6666666667e+00,5.1540999564e+00
2.6625555556e+01,2.2500000000e-02,8.3333333333e+00,6.3912582932e+00
2.6625555556e+01,2.2500000000e-02,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,2.2500000000e-02,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,2.2500000000e-02,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,2.2500000000e-02,1.5000000000e+01,1.1339891641e+01
2.6625555556e+01,2.5000000000e-02,0.0000000000e+00,2.0546660850e-01
2.6625555556e+01,2.5000000000e-02,1.6666666667e+00,1.4426249455e+00
2.6625555556e+01,2.5000000000e-02,3.3333333333e+00,2.6797832825e+00
2.6625555556e+01,2.5000000000e-02,5.0000000000e+00,3.9169416194e+00
2.6625555556e+01,2.5000000000e-02,6.6666666667e+00,5.1540999564e+00
2.6625555556e+01,2.5000000000e-02,8.3333333333e+00,6.3912582932e+00
2.6625555556e+01,2.5000000000e-02,1.0000000000e+01,7.6284166302e+00
2.6625555556e+01,2.5000000000e-02,1.1666666667e+01,8.8655749672e+00
2.6625555556e+01,2.5000000000e-02,1.3333333333e+01,1.0102733304e+01
2.6625555556e+01,2.5000000000e-02,1.5000000000e+01,1.1339891641e+01
2.9950000000e+01,2.5000000000e-03,0.0000000000e+00,1.7426341306e-01
2.9950000000e+01,2.5000000000e-03,1.6666666667e+00,1.4133719517e+00
2.9950000000e+01,2.5000000000e-03,3.3333333333e+00,2.6524804895e+00
2.9950000000e+01,2.5000000000e-03,5.0000000000e+00,3.8915890276e+00
2.9950000000e+01,2.5000000000e-03,6.6666666667e+00,5.1306975535e+00
2.9950000000e+01,2.5000000000e-03,8.3333333333e+00,6.3698060731e+00
2.9950000000e+01,2.5000000000e-03,1.0000000000e+01,7.6089146095e+00
2.9950000000e+01,2.5000000000e-03,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,2.5000000000e-03,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,2.5000000000e-03,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,5.0000000000e-03,0.0000000000e+00,1.7426338455e-01
2.9950000000e+01,5.0000000000e-03,1.6666666667e+00,1.4133719235e+00
2.9950000000e+01,5.0000000000e-03,3.3333333333e+00,2.6524804623e+00
2.9950000000e+01,5.0000000000e-03,5.0000000000e+00,3.8915890011e+00
2.9950000000e+01,5.0000000000e-03,6.6666666667e+00,5.1306975368e+00
2.9950000000e+01,5.0000000000e-03,8.3333333333e+00,6.3698060710e+00
2.9950000000e+01,5.0000000000e-03,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,5.0000000000e-03,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,5.0000000000e-03,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,5.0000000000e-03,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,7.5000000000e-03,0.0000000000e+00,1.7426337927e-01
2.9950000000e+01,7.5000000000e-03,1.6666666667e+00,1.4133719183e+00
2.9950000000e+01,7.5000000000e-03,3.3333333333e+00,2.6524804572e+00
2.9950000000e+01,7.5000000000e-03,5.0000000000e+00,3.8915889962e+00
2.9950000000e+01,7.5000000000e-03,6.6666666667e+00,5.1306975338e+00
2.9950000000e+01,7.5000000000e-03,8.3333333333e+00,6.3698060707e+00
2.9950000000e+01,7.5000000000e-03,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,7.5000000000e-03,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,7.5000000000e-03,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,7.5000000000e-03,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,1.0000000000e-02,0.0000000000e+00,1.7426337743e-01
2.9950000000e+01,1.0000000000e-02,1.6666666667e+00,1.4133719165e+00
2.9950000000e+01,1.0000000000e-02,3.3333333333e+00,2.6524804554e+00
2.9950000000e+01,1.0000000000e-02,5.0000000000e+00,3.8915889944e+00
2.9950000000e+01,1.0000000000e-02,6.6666666667e+00,5.1306975327e+00
2.9950000000e+01,1.0000000000e-02,8.3333333333e+00,6.3698060705e+00
2.9950000000e+01,1.0000000000e-02,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,1.0000000000e-02,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,1.0000000000e-02,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,1.0000000000e-02,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,1.2500000000e-02,0.0000000000e+00,1.7426337657e-01
2.9950000000e+01,1.2500000000e-02,1.6666666667e+00,1.4133719156e+00
2.9950000000e+01,1.2500000000e-02,3.3333333333e+00,2.6524804546e+00
2.9950000000e+01,1.2500000000e-02,5.0000000000e+00,3.8915889936e+00
2.9950000000e+01,1.2500000000e-02,6.6666666667e+00,5.1306975322e+00
2.9950000000e+01,1.2500000000e-02,8.3333333333e+00,6.3698060705e+00
2.9950000000e+01,1.2500000000e-02,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,1.2500000000e-02,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,1.2500000000e-02,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,1.2500000000e-02,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,1.5000000000e-02,0.0000000000e+00,1.7426337611e-01
2.9950000000e+01,1.5000000000e-02,1.6666666667e+00,1.4133719152e+00
2.9950000000e+01,1.5000000000e-02,3.3333333333e+00,2.6524804542e+00
2.9950000000e+01,1.5000000000e-02,5.0000000000e+00,3.8915889932e+00
2.9950000000e+01,1.5000000000e-02,6.6666666667e+00,5.1306975319e+00
2.9950000000e+01,1.5000000000e-02,8.3333333333e+00,6.3698060704e+00
2.9950000000e+01,1.5000000000e-02,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,1.5000000000e-02,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,1.5000000000e-02,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,1.5000000000e-02,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,1.7500000000e-02,0.0000000000e+00,1.7426337583e-01
2.9950000000e+01,1.7500000000e-02,1.6666666667e+00,1.4133719149e+00
2.9950000000e+01,1.7500000000e-02,3.3333333333e+00,2.6524804539e+00
2.9950000000e+01,1.7500000000e-02,5.0000000000e+00,3.8915889930e+00
2.9950000000e+01,1.7500000000e-02,6.6666666667e+00,5.1306975317e+00
2.9950000000e+01,1.7500000000e-02,8.3333333333e+00,6.3698060704e+00
2.9950000000e+01,1.7500000000e-02,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,1.7500000000e-02,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,1.7500000000e-02,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,1.7500000000e-02,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,2.0000000000e-02,0.0000000000e+00,1.7426337564e-01
2.9950000000e+01,2.0000000000e-02,1.6666666667e+00,1.4133719147e+00
2.9950000000e+01,2.0000000000e-02,3.3333333333e+00,2.6524804537e+00
2.9950000000e+01,2.0000000000e-02,5.0000000000e+00,3.8915889928e+00
2.9950000000e+01,2.0000000000e-02,6.6666666667e+00,5.1306975316e+00
2.9950000000e+01,2.0000000000e-02,8.3333333333e+00,6.3698060704e+00
2.9950000000e+01,2.0000000000e-02,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,2.0000000000e-02,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,2.0000000000e-02,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,2.0000000000e-02,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,2.2500000000e-02,0.0000000000e+00,1.7426337552e-01
2.9950000000e+01,2.2500000000e-02,1.6666666667e+00,1.4133719146e+00
2.9950000000e+01,2.2500000000e-02,3.3333333333e+00,2.6524804536e+00
2.9950000000e+01,2.2500000000e-02,5.0000000000e+00,3.8915889927e+00
2.9950000000e+01,2.2500000000e-02,6.6666666667e+00,5.1306975316e+00
2.9950000000e+01,2.2500000000e-02,8.3333333333e+00,6.3698060704e+00
2.9950000000e+01,2.2500000000e-02,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,2.2500000000e-02,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,2.2500000000e-02,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,2.2500000000e-02,1.5000000000e+01,1.1326240227e+01
2.9950000000e+01,2.5000000000e-02,0.0000000000e+00,1.7426337543e-01
2.9950000000e+01,2.5000000000e-02,1.6666666667e+00,1.4133719145e+00
2.9950000000e+01,2.5000000000e-02,3.3333333333e+00,2.6524804535e+00
2.9950000000e+01,2.5000000000e-02,5.0000000000e+00,3.8915889926e+00
2.9950000000e+01,2.5000000000e-02,6.6666666667e+00,5.1306975315e+00
2.9950000000e+01,2.5000000000e-02,8.3333333333e+00,6.3698060704e+00
2.9950000000e+01,2.5000000000e-02,1.0000000000e+01,7.6089146094e+00
2.9950000000e+01,2.5000000000e-02,1.1666666667e+01,8.8480231485e+00
2.9950000000e+01,2.5000000000e-02,1.3333333333e+01,1.0087131688e+01
2.9950000000e+01,2.5000000000e-02,1.5000000000e+01,1.1326240227e+01
